relative_path,file_type,file_size_mb,modified_time,category,likely_role,tracked_by_git,ignored_by_git,recommendation
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1157.csv,.csv,1.277,2019-01-31T19:59:46,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1158.csv,.csv,1.278,2019-01-31T19:59:46,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1159.csv,.csv,1.277,2019-01-31T19:59:46,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/116.csv,.csv,1.278,2019-01-31T19:56:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1160.csv,.csv,1.277,2019-01-31T19:59:46,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1161.csv,.csv,1.278,2019-01-31T19:59:46,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1162.csv,.csv,1.278,2019-01-31T19:59:46,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1163.csv,.csv,1.277,2019-01-31T19:59:46,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1164.csv,.csv,1.277,2019-01-31T19:59:46,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1165.csv,.csv,1.277,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1166.csv,.csv,1.278,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1167.csv,.csv,1.277,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1168.csv,.csv,1.278,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1169.csv,.csv,1.276,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/117.csv,.csv,1.278,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1170.csv,.csv,1.278,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1171.csv,.csv,1.277,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1172.csv,.csv,1.278,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1173.csv,.csv,1.278,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1174.csv,.csv,1.276,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1175.csv,.csv,1.279,2019-01-31T19:59:48,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1176.csv,.csv,1.278,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1177.csv,.csv,1.278,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1178.csv,.csv,1.277,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1179.csv,.csv,1.279,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/118.csv,.csv,1.279,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1180.csv,.csv,1.278,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1181.csv,.csv,1.278,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1182.csv,.csv,1.278,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1183.csv,.csv,1.277,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1184.csv,.csv,1.278,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1185.csv,.csv,1.278,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1186.csv,.csv,1.279,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1187.csv,.csv,1.278,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1188.csv,.csv,1.277,2019-01-31T19:59:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1189.csv,.csv,1.277,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/119.csv,.csv,1.278,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1190.csv,.csv,1.279,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1191.csv,.csv,1.279,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1192.csv,.csv,1.277,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1193.csv,.csv,1.277,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1194.csv,.csv,1.277,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1195.csv,.csv,1.278,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1196.csv,.csv,1.277,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1197.csv,.csv,1.278,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1198.csv,.csv,1.278,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1199.csv,.csv,1.278,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/12.csv,.csv,1.278,2019-01-31T19:56:42,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/120.csv,.csv,1.279,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1200.csv,.csv,1.278,2019-01-31T19:59:52,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1201.csv,.csv,1.277,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1202.csv,.csv,1.278,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1203.csv,.csv,1.277,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1204.csv,.csv,1.277,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1205.csv,.csv,1.279,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1206.csv,.csv,1.278,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1207.csv,.csv,1.278,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1208.csv,.csv,1.279,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1209.csv,.csv,1.278,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/121.csv,.csv,1.280,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1210.csv,.csv,1.279,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1211.csv,.csv,1.277,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1212.csv,.csv,1.278,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1213.csv,.csv,1.277,2019-01-31T19:59:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1214.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1215.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1216.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1217.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1218.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1219.csv,.csv,1.277,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/122.csv,.csv,1.278,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1220.csv,.csv,1.279,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1221.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1222.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1223.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1224.csv,.csv,1.278,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1225.csv,.csv,1.277,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1226.csv,.csv,1.277,2019-01-31T19:59:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1227.csv,.csv,1.278,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1228.csv,.csv,1.276,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1229.csv,.csv,1.279,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/123.csv,.csv,1.278,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1230.csv,.csv,1.277,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1231.csv,.csv,1.279,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1232.csv,.csv,1.278,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1233.csv,.csv,1.278,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1234.csv,.csv,1.278,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1235.csv,.csv,1.278,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1236.csv,.csv,1.278,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1237.csv,.csv,1.278,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1238.csv,.csv,1.279,2019-01-31T19:59:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1239.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/124.csv,.csv,1.278,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1240.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1241.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1242.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1243.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1244.csv,.csv,1.277,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1245.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1246.csv,.csv,1.277,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1247.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1248.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1249.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/125.csv,.csv,1.279,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1250.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1251.csv,.csv,1.278,2019-01-31T20:00:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1252.csv,.csv,1.278,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1253.csv,.csv,1.277,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1254.csv,.csv,1.279,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1255.csv,.csv,1.277,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1256.csv,.csv,1.278,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1257.csv,.csv,1.278,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1258.csv,.csv,1.278,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1259.csv,.csv,1.279,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/126.csv,.csv,1.278,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1260.csv,.csv,1.279,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1261.csv,.csv,1.278,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1262.csv,.csv,1.278,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1263.csv,.csv,1.278,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1264.csv,.csv,1.277,2019-01-31T20:00:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1265.csv,.csv,1.278,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1266.csv,.csv,1.279,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1267.csv,.csv,1.278,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1268.csv,.csv,1.278,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1269.csv,.csv,1.277,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/127.csv,.csv,1.279,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1270.csv,.csv,1.278,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1271.csv,.csv,1.278,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1272.csv,.csv,1.277,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1273.csv,.csv,1.279,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1274.csv,.csv,1.278,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1275.csv,.csv,1.278,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1276.csv,.csv,1.277,2019-01-31T20:00:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1277.csv,.csv,1.278,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1278.csv,.csv,1.277,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1279.csv,.csv,1.277,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/128.csv,.csv,1.281,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1280.csv,.csv,1.279,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1281.csv,.csv,1.278,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1282.csv,.csv,1.278,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1283.csv,.csv,1.278,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1284.csv,.csv,1.278,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1285.csv,.csv,1.277,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1286.csv,.csv,1.277,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1287.csv,.csv,1.278,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1288.csv,.csv,1.278,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1289.csv,.csv,1.277,2019-01-31T20:00:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/129.csv,.csv,1.280,2019-01-31T19:57:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1290.csv,.csv,1.278,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1291.csv,.csv,1.277,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1292.csv,.csv,1.277,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1293.csv,.csv,1.278,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1294.csv,.csv,1.277,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1295.csv,.csv,1.278,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1296.csv,.csv,1.278,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1297.csv,.csv,1.278,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1298.csv,.csv,1.277,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1299.csv,.csv,1.278,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/13.csv,.csv,1.277,2019-01-31T19:56:42,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/130.csv,.csv,1.279,2019-01-31T19:57:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1300.csv,.csv,1.276,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1301.csv,.csv,1.279,2019-01-31T20:00:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1302.csv,.csv,1.278,2019-01-31T20:00:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/1303.csv,.csv,1.279,2019-01-31T20:00:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
