condition,seed,model_family,experiment_family,split,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,loss,source_path,extraction_method,status,notes
Gear_30_2,49,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/ConfusionMatrix/Gear_30_2_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,49,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/F1/Bearing_20_0_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,49,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/F1/Bearing_20_0_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,49,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/F1/Bearing_30_2_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,49,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/F1/Bearing_30_2_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,49,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/F1/Gear_20_0_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,49,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/F1/Gear_20_0_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,49,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/F1/Gear_30_2_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,49,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_49/F1/Gear_30_2_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,56,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/ConfusionMatrix/Bearing_20_0_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,56,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/ConfusionMatrix/Bearing_20_0_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,56,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/ConfusionMatrix/Bearing_30_2_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,56,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/ConfusionMatrix/Bearing_30_2_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,56,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/ConfusionMatrix/Gear_20_0_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,56,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/ConfusionMatrix/Gear_20_0_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,56,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/ConfusionMatrix/Gear_30_2_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,56,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/ConfusionMatrix/Gear_30_2_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,56,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/F1/Bearing_20_0_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,56,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/F1/Bearing_20_0_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,56,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/F1/Bearing_30_2_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,56,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/F1/Bearing_30_2_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,56,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/F1/Gear_20_0_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,56,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/F1/Gear_20_0_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,56,attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/F1/Gear_30_2_Attention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,56,no_attention,confusion_f1,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/ConfusionAndF1/Seed_56/F1/Gear_30_2_NoAttention.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
unknown,unknown,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/ChannelWeights.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,42,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_42/Bearing_20_0.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,42,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_42/Bearing_30_2.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,42,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_42/Gear_20_0.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,42,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_42/Gear_30_2.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,49,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_49/Bearing_20_0.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,49,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_49/Bearing_30_2.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,49,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_49/Gear_20_0.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,49,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_49/Gear_30_2.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_20_0,56,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_56/Bearing_20_0.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Bearing_30_2,56,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_56/Bearing_30_2.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_20_0,56,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_56/Gear_20_0.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
Gear_30_2,56,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/Seed_56/Gear_30_2.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
unknown,unknown,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedGraphs/TrainTestCurves.png,inventory_only_no_inference,figure_only_needs_numeric_export,no OCR or image-value inference performed
unknown,unknown,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Attention_of_SixChannels.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
unknown,unknown,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/NoAttention_of_SixChannels.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_20_0,42,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_42/Bearing_20_0_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_20_0,42,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_42/Bearing_20_0_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_30_2,42,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_42/Bearing_30_2_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_30_2,42,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_42/Bearing_30_2_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_20_0,42,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_42/Gear_20_0_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_20_0,42,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_42/Gear_20_0_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_30_2,42,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_42/Gear_30_2_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_30_2,42,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_42/Gear_30_2_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_20_0,49,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_49/Bearing_20_0_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_20_0,49,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_49/Bearing_20_0_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_30_2,49,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_49/Bearing_30_2_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_30_2,49,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_49/Bearing_30_2_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_20_0,49,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_49/Gear_20_0_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_20_0,49,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_49/Gear_20_0_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_30_2,49,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_49/Gear_30_2_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_30_2,49,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_49/Gear_30_2_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_20_0,56,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_56/Bearing_20_0_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_20_0,56,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_56/Bearing_20_0_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_30_2,56,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_56/Bearing_30_2_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_30_2,56,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_56/Bearing_30_2_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_20_0,56,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_56/Gear_20_0_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_20_0,56,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_56/Gear_20_0_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_30_2,56,attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_56/Gear_30_2_Attention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Gear_30_2,56,no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedModels/Seed_56/Gear_30_2_NoAttention.pth,inventory_only_no_inference,checkpoint_needs_lightweight_eval_export,checkpoint exists but this sprint does not run inference
Bearing_20_0,42,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/Seed_42/Bearing_20_0.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
Bearing_30_2,42,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/Seed_42/Bearing_30_2.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
Gear_20_0,42,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/Seed_42/Gear_20_0.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
Gear_30_2,42,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/Seed_42/Gear_30_2.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
Bearing_20_0,49,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/Seed_49/Bearing_20_0.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
Bearing_30_2,49,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/Seed_49/Bearing_30_2.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
Gear_20_0,49,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/Seed_49/Gear_20_0.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
Gear_30_2,49,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/Seed_49/Gear_30_2.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
unknown,unknown,attention_and_no_attention,attention_comparison,unknown,,,,,,,ModelTrain/AttentionAndNoAttention/SavedWeights/SixChannelWeights.npz,inventory_only_no_inference,not_metric_source,asset is not a direct metric table
